,indication,chembl_id,max_phase_for_ind,mesh_heading,mesh_id
38781,thrombotic disease,CHEMBL1464,4,Thrombosis,D013927
38782,major depressive disorder,CHEMBL1464,1,"Depressive Disorder, Major",D003865
38783,cerebral infarction,CHEMBL1464,3,Cerebral Infarction,D002544
38784,pulmonary hypertension,CHEMBL1464,2,"Hypertension, Pulmonary",D006976
38785,prostate cancer,CHEMBL1464,3,"Prostatic Neoplasms, Castration-Resistant",D064129
38786,major depressive disorder,CHEMBL708,2,"Depressive Disorder, Major",D003865
38787,gastrointestinal disease,CHEMBL1201354,4,Digestive System Diseases,D004066
38788,allergy,CHEMBL1201256,4,Hypersensitivity,D006967
38789,major depressive disorder,CHEMBL637,2,"Depressive Disorder, Major",D003865
38790,depressive disorder,CHEMBL637,4,Depressive Disorder,D003866
38791,Cytomegalovirus Retinitis,CHEMBL1201314,3,Cytomegalovirus Retinitis,D017726
38792,Castleman disease,CHEMBL1201314,2,Castleman Disease,D005871
38793,influenza,CHEMBL505,3,"Influenza, Human",D007251
38797,Parkinson's disease,CHEMBL15245,0,Parkinson Disease,D010300
38798,erectile dysfunction,CHEMBL15245,4,Erectile Dysfunction,D007172
38799,opioid dependence,CHEMBL15245,2,Opioid-Related Disorders,D009293
38800,bacterial disease,CHEMBL1730,4,Bacterial Infections,D001424
38802,Cough,CHEMBL1201313,4,Cough,D003371
38803,Shock,CHEMBL59,3,Shock,D012769
38804,depressive disorder,CHEMBL59,1,Depressive Disorder,D003866
38805,Urinary incontinence,CHEMBL1888176,4,Urinary Incontinence,D014549
38806,Polyuria,CHEMBL1888176,4,Polyuria,D011141
38807,Crohn's disease,CHEMBL657,1,Crohn Disease,D003424
38808,immune system disease,CHEMBL657,1,Immune System Diseases,D007154
38809,non-small cell lung carcinoma,CHEMBL657,2,"Carcinoma, Non-Small-Cell Lung",D002289
38810,allergy,CHEMBL657,4,Hypersensitivity,D006967
38811,T-cell leukemia,CHEMBL657,2,"Leukemia, T-Cell",D015458
38812,oral mucositis,CHEMBL657,3,Stomatitis,D013280
38813,gastric cancer,CHEMBL657,2,Stomach Neoplasms,D013274
38814,major depressive disorder,CHEMBL657,1,"Depressive Disorder, Major",D003865
38815,prostate cancer,CHEMBL657,2,"Prostatic Neoplasms, Castration-Resistant",D064129
38816,lung cancer,CHEMBL657,1,Lung Neoplasms,D008175
38817,endometrial cancer,CHEMBL657,2,Endometrial Neoplasms,D016889
38818,T-lymphoblastic lymphoma,CHEMBL657,2,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,D054218
38819,Alpha-1-antitrypsin deficiency,CHEMBL657,1,alpha 1-Antitrypsin Deficiency,D019896
38820,neuroendocrine neoplasm,CHEMBL225072,2,Neuroendocrine Tumors,D018358
38821,gastric cancer,CHEMBL225072,3,Stomach Neoplasms,D013274
38822,urinary bladder cancer,CHEMBL225072,2,Urinary Bladder Neoplasms,D001749
38823,peritoneum cancer,CHEMBL225072,2,Peritoneal Neoplasms,D010534
38824,thyroid cancer,CHEMBL225072,2,Thyroid Neoplasms,D013964
38825,fallopian tube cancer,CHEMBL225072,2,Fallopian Tube Neoplasms,D005185
38826,thymus cancer,CHEMBL225072,1,Thymus Neoplasms,D013953
38827,liver cancer,CHEMBL225072,2,Liver Neoplasms,D008113
38828,cervical cancer,CHEMBL225072,3,Uterine Cervical Neoplasms,D002583
38829,biliary tract cancer,CHEMBL225072,2,Biliary Tract Neoplasms,D001661
38830,breast cancer,CHEMBL225072,2,Breast Neoplasms,D001943
38831,esophageal cancer,CHEMBL225072,2,Esophageal Neoplasms,D004938
38832,ovarian cancer,CHEMBL225072,2,Ovarian Neoplasms,D010051
38833,prostate cancer,CHEMBL225072,2,"Prostatic Neoplasms, Castration-Resistant",D064129
38834,lung cancer,CHEMBL225072,3,Lung Neoplasms,D008175
38835,lung neoplasm,CHEMBL225072,3,Lung Neoplasms,D008175
38836,allergy,CHEMBL22150,0,Hypersensitivity,D006967
38837,Urinary incontinence,CHEMBL363295,4,Urinary Incontinence,D014549
38838,Polyuria,CHEMBL363295,4,Polyuria,D011141
38839,Chemotherapy-induced nausea and vomiting,CHEMBL86,3,Nausea,D009325
38840,gastrointestinal disease,CHEMBL86,4,Digestive System Diseases,D004066
38841,Vomiting,CHEMBL86,3,Vomiting,D014839
38842,intestinal obstruction,CHEMBL86,2,Intestinal Obstruction,D007415
38844,breast cancer,CHEMBL1487,2,Breast Neoplasms,D001943
38845,type II diabetes mellitus,CHEMBL276832,3,"Diabetes Mellitus, Type 2",D003924
38846,atherosclerosis,CHEMBL276832,3,Atherosclerosis,D050197
38847,Polycystic Kidney Disease,CHEMBL276832,0,Polycystic Kidney Diseases,D007690
38848,Hypercholesterolemia,CHEMBL276832,3,Hypercholesterolemia,D006937
38849,cervical cancer,CHEMBL276832,3,Uterine Cervical Neoplasms,D002583
38850,breast cancer,CHEMBL276832,2,Breast Neoplasms,D001943
38851,ovarian cancer,CHEMBL276832,3,Ovarian Neoplasms,D010051
38852,lung cancer,CHEMBL276832,1,Lung Neoplasms,D008175
38854,"osteoarthritis, knee",CHEMBL398707,3,"Osteoarthritis, Knee",D020370
38855,Low back pain,CHEMBL398707,3,Low Back Pain,D017116
38856,thrombotic disease,CHEMBL417,3,Thrombosis,D013927
38857,gastric cancer,CHEMBL417,3,Stomach Neoplasms,D013274
38858,breast cancer,CHEMBL417,3,Breast Neoplasms,D001943
38859,esophageal cancer,CHEMBL417,2,Esophageal Neoplasms,D004938
38860,ovarian cancer,CHEMBL417,2,Ovarian Neoplasms,D010051
38861,prostate cancer,CHEMBL417,2,"Prostatic Neoplasms, Castration-Resistant",D064129
38862,classic Hodgkin lymphoma,CHEMBL417,2,Hodgkin Disease,D006689
38863,gastrointestinal disease,CHEMBL1201325,4,Digestive System Diseases,D004066
38864,Renal insufficiency,CHEMBL1496,3,Renal Insufficiency,D051437
38865,diabetic polyneuropathy,CHEMBL1496,2,Diabetic Neuropathies,D003929
38866,breast cancer,CHEMBL1496,2,Breast Neoplasms,D001943
38867,ovarian cancer,CHEMBL1496,2,Ovarian Neoplasms,D010051
38868,prostate cancer,CHEMBL1496,1,"Prostatic Neoplasms, Castration-Resistant",D064129
38869,coronary atherosclerosis,CHEMBL1496,3,Coronary Artery Disease,D003324
38870,breast ductal adenocarcinoma,CHEMBL554,2,"Carcinoma, Ductal",D044584
38871,head and neck malignant neoplasia,CHEMBL554,3,Head and Neck Neoplasms,D006258
38872,gastric cancer,CHEMBL554,2,Stomach Neoplasms,D013274
38873,brain cancer,CHEMBL554,2,Brain Neoplasms,D001932
38874,peritoneum cancer,CHEMBL554,2,Peritoneal Neoplasms,D010534
38875,cervical cancer,CHEMBL554,2,Uterine Cervical Neoplasms,D002583
38876,breast cancer,CHEMBL554,3,Breast Neoplasms,D001943
38877,esophageal cancer,CHEMBL554,2,Esophageal Neoplasms,D004938
38878,ovarian cancer,CHEMBL554,2,Ovarian Neoplasms,D010051
38879,prostate cancer,CHEMBL554,1,"Prostatic Neoplasms, Castration-Resistant",D064129
38880,endometrial cancer,CHEMBL554,1,Endometrial Neoplasms,D016889
38881,autism,CHEMBL267936,1,Autistic Disorder,D001321
38882,major depressive disorder,CHEMBL267936,2,"Depressive Disorder, Major",D003865
38883,multiple bone fractures,CHEMBL70,2,"Fractures, Multiple",D000069076
38884,shortness of breath,CHEMBL70,3,Dyspnea,D004417
38885,respiratory depression,CHEMBL70,2,Respiratory Insufficiency,D012131
38886,prostate cancer,CHEMBL70,3,"Prostatic Neoplasms, Castration-Resistant",D064129
38887,major depressive disorder,CHEMBL569713,1,"Depressive Disorder, Major",D003865
38888,lymphoblastic lymphoma,CHEMBL941,3,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198
38889,thyroid cancer,CHEMBL941,2,Thyroid Neoplasms,D013964
38890,myeloid leukemia,CHEMBL941,3,"Leukemia, Myeloid",D007951
38891,pulmonary hypertension,CHEMBL941,3,"Hypertension, Pulmonary",D006976
38892,breast cancer,CHEMBL941,2,Breast Neoplasms,D001943
38893,desmoid tumor,CHEMBL941,2,"Fibromatosis, Aggressive",D018222
38894,lung cancer,CHEMBL941,2,Lung Neoplasms,D008175
38895,graft versus host disease,CHEMBL941,3,Graft vs Host Disease,D006086
38896,hematopoietic and lymphoid cell neoplasm,CHEMBL941,1,Hematologic Neoplasms,D019337
38897,mucinous carcinoma,CHEMBL481,3,"Adenocarcinoma, Mucinous",D002288
38898,ganglioneuroblastoma,CHEMBL481,2,Ganglioneuroblastoma,D018305
38899,mesothelioma,CHEMBL481,1,Mesothelioma,D008654
38900,angiosarcoma,CHEMBL481,2,Hemangiosarcoma,D006394
38901,pancreatic endocrine carcinoma,CHEMBL481,2,"Carcinoma, Islet Cell",D018273
38902,diffuse intrinsic pontine glioma,CHEMBL481,1,Diffuse Intrinsic Pontine Glioma,D000080443
38903,Central Nervous System Neoplasm,CHEMBL481,2,Central Nervous System Neoplasms,D016543
38904,Hepatoblastoma,CHEMBL481,3,Hepatoblastoma,D018197
38905,desmoplastic small round cell tumor,CHEMBL481,0,Desmoplastic Small Round Cell Tumor,D058405
38906,endometrial carcinoma,CHEMBL481,1,Endometrial Neoplasms,D016889
38907,intrahepatic cholangiocarcinoma,CHEMBL481,3,Cholangiocarcinoma,D018281
38908,soft tissue sarcoma,CHEMBL481,2,Sarcoma,D012509
38909,gastric cancer,CHEMBL481,3,Stomach Neoplasms,D013274
38910,brain cancer,CHEMBL481,3,Brain Neoplasms,D001932
38911,peritoneum cancer,CHEMBL481,2,Peritoneal Neoplasms,D010534
38912,neuroendocrine carcinoma,CHEMBL481,2,"Carcinoma, Neuroendocrine",D018278
38913,bone cancer,CHEMBL481,1,Bone Neoplasms,D001859
38914,fallopian tube cancer,CHEMBL481,2,Fallopian Tube Neoplasms,D005185
38915,rectal neoplasm,CHEMBL481,3,Rectal Neoplasms,D012004
38916,kidney cancer,CHEMBL481,1,Kidney Neoplasms,D007680
38917,liver cancer,CHEMBL481,1,Liver Neoplasms,D008113
38918,cervical cancer,CHEMBL481,3,Uterine Cervical Neoplasms,D002583
38919,biliary tract cancer,CHEMBL481,2,Biliary Tract Neoplasms,D001661
38920,breast cancer,CHEMBL481,3,Breast Neoplasms,D001943
38921,esophageal cancer,CHEMBL481,3,Esophageal Neoplasms,D004938
38922,ovarian cancer,CHEMBL481,2,Ovarian Neoplasms,D010051
38923,lung cancer,CHEMBL481,3,Lung Neoplasms,D008175
38924,choroid plexus neoplasm,CHEMBL481,3,Choroid Plexus Neoplasms,D016545
38925,kidney Wilms tumor,CHEMBL481,2,Wilms Tumor,D009396
38926,malignant colon neoplasm,CHEMBL481,3,Colonic Neoplasms,D003110
38927,lung neoplasm,CHEMBL481,3,Lung Neoplasms,D008175
38928,digestive system neuroendocrine neoplasm,CHEMBL481,1,Carcinoid Tumor,D002276
38929,rectal carcinoma,CHEMBL481,3,Rectal Neoplasms,D012004
38930,migraine with aura,CHEMBL1732,3,Migraine with Aura,D020325
38931,migraine without aura,CHEMBL1732,3,Migraine without Aura,D020326
38932,viral disease,CHEMBL584,4,Virus Diseases,D014777
38933,vulva cancer,CHEMBL584,1,Vulvar Neoplasms,D014846
38934,cervical cancer,CHEMBL584,1,Uterine Cervical Neoplasms,D002583
38935,lung cancer,CHEMBL584,1,Lung Neoplasms,D008175
38936,viral pneumonia,CHEMBL1201202,2,"Pneumonia, Viral",D011024
38937,respiratory failure,CHEMBL1201202,2,Respiratory Insufficiency,D012131
38938,Renal insufficiency,CHEMBL1201202,1,Renal Insufficiency,D051437
38939,Thrombocytopenia,CHEMBL1201202,2,Thrombocytopenia,D013921
38940,Thromboembolism,CHEMBL1201202,3,Thromboembolism,D013923
38941,viral disease,CHEMBL1163,4,Virus Diseases,D014777
38942,lymphoid neoplasm,CHEMBL1163,1,Hematologic Neoplasms,D019337
38943,bacterial disease,CHEMBL507674,4,Bacterial Infections,D001424
38944,eye infection,CHEMBL790,4,Eye Infections,D015817
38945,neutropenia,CHEMBL790,3,Neutropenia,D009503
38946,pharyngitis,CHEMBL790,3,Pharyngitis,D010612
38947,gingivitis,CHEMBL790,3,Gingivitis,D005891
38948,periodontal disease,CHEMBL790,2,Periodontal Diseases,D010510
38949,neoplasm,CHEMBL427,4,Neoplasms,D009369
38950,kidney disease,CHEMBL1201244,2,Kidney Diseases,D007674
38951,organophosphate poisoning,CHEMBL1201244,2,Organophosphate Poisoning,D062025
38952,prostate cancer,CHEMBL1201244,2,"Prostatic Neoplasms, Castration-Resistant",D064129
38953,lung neoplasm,CHEMBL1201244,2,Lung Neoplasms,D008175
38954,ganglioneuroblastoma,CHEMBL90555,2,Ganglioneuroblastoma,D018305
38955,sarcoma,CHEMBL90555,0,Sarcoma,D012509
38956,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",CHEMBL90555,2,Blast Crisis,D001752
38957,Central Nervous System Neoplasm,CHEMBL90555,3,Central Nervous System Neoplasms,D016543
38958,Hepatoblastoma,CHEMBL90555,3,Hepatoblastoma,D018197
38959,childhood acute lymphoblastic leukemia,CHEMBL90555,3,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198
38960,lymphoblastic lymphoma,CHEMBL90555,3,Precursor Cell Lymphoblastic Leukemia-Lymphoma,D054198
38961,brain cancer,CHEMBL90555,3,Brain Neoplasms,D001932
38962,childhood ependymoma,CHEMBL90555,3,Ependymoma,D004806
38963,B-cell neoplasm,CHEMBL90555,1,"Lymphoma, B-Cell",D016393
38964,classic Hodgkin lymphoma,CHEMBL90555,3,Hodgkin Disease,D006689
38965,Castleman disease,CHEMBL90555,1,Castleman Disease,D005871
38966,T-cell non-Hodgkin lymphoma,CHEMBL90555,2,"Lymphoma, T-Cell",D016399
38967,anaplastic ependymoma,CHEMBL90555,3,Ependymoma,D004806
38968,choroid plexus neoplasm,CHEMBL90555,3,Choroid Plexus Neoplasms,D016545
38969,follicular lymphoma,CHEMBL90555,3,"Lymphoma, Follicular",D008224
38970,kidney Wilms tumor,CHEMBL90555,2,Wilms Tumor,D009396
38971,adult T-cell leukemia/lymphoma,CHEMBL90555,3,"Leukemia-Lymphoma, Adult T-Cell",D015459
38972,rhabdomyosarcoma,CHEMBL553025,2,Rhabdomyosarcoma,D012208
38973,triple-negative breast cancer,CHEMBL553025,2,Triple Negative Breast Neoplasms,D064726
38974,diffuse intrinsic pontine glioma,CHEMBL553025,2,Diffuse Intrinsic Pontine Glioma,D000080443
38975,desmoplastic small round cell tumor,CHEMBL553025,1,Desmoplastic Small Round Cell Tumor,D058405
38976,fallopian tube cancer,CHEMBL553025,2,Fallopian Tube Neoplasms,D005185
38977,breast cancer,CHEMBL553025,3,Breast Neoplasms,D001943
38978,ovarian cancer,CHEMBL553025,2,Ovarian Neoplasms,D010051
38979,prostate cancer,CHEMBL553025,1,"Prostatic Neoplasms, Castration-Resistant",D064129
38980,lung cancer,CHEMBL553025,3,Lung Neoplasms,D008175
38981,lung neoplasm,CHEMBL553025,3,Lung Neoplasms,D008175
38982,diabetes insipidus,CHEMBL1429,3,Diabetes Insipidus,D003919
38983,breast cancer,CHEMBL1429,2,Breast Neoplasms,D001943
38984,prostate cancer,CHEMBL1429,0,"Prostatic Neoplasms, Castration-Resistant",D064129
38987,neuroendocrine neoplasm,CHEMBL1201185,0,Neuroendocrine Tumors,D018358
38988,intestinal obstruction,CHEMBL1201185,2,Intestinal Obstruction,D007415
38989,prostate cancer,CHEMBL1201185,3,"Prostatic Neoplasms, Castration-Resistant",D064129
38990,digestive system neuroendocrine neoplasm,CHEMBL1201185,2,Carcinoid Tumor,D002276
38991,rectal carcinoma,CHEMBL1201185,3,Rectal Neoplasms,D012004
38992,allergy,CHEMBL1004,4,Hypersensitivity,D006967
38994,major depressive disorder,CHEMBL894,3,"Depressive Disorder, Major",D003865
38995,alcohol abuse,CHEMBL894,2,Alcoholism,D000437
38996,depressive disorder,CHEMBL894,4,Depressive Disorder,D003866
38997,substance abuse,CHEMBL894,2,Substance-Related Disorders,D019966
39001,oral cavity cancer,CHEMBL2110732,1,Mouth Neoplasms,D009062
39002,brain cancer,CHEMBL2110732,2,Brain Neoplasms,D001932
39003,lung cancer,CHEMBL2110732,3,Lung Neoplasms,D008175
39004,gastric cancer,CHEMBL830,2,Stomach Neoplasms,D013274
39005,urinary bladder cancer,CHEMBL830,3,Urinary Bladder Neoplasms,D001749
39006,cervical cancer,CHEMBL830,2,Uterine Cervical Neoplasms,D002583
39007,esophageal cancer,CHEMBL830,2,Esophageal Neoplasms,D004938
39008,prostate cancer,CHEMBL830,2,"Prostatic Neoplasms, Castration-Resistant",D064129
39009,precancerous condition,CHEMBL830,3,Precancerous Conditions,D011230
39010,respiratory system disease,CHEMBL1754,4,Respiratory Tract Diseases,D012140
39011,ocular hypertension,CHEMBL218490,3,Ocular Hypertension,D009798
39029,Flexion contracture,CHEMBL534,2,Contracture,D003286
39030,type II diabetes mellitus,CHEMBL23,3,"Diabetes Mellitus, Type 2",D003924
39031,influenza,CHEMBL23,2,"Influenza, Human",D007251
39032,hemorrhoid,CHEMBL23,4,Hemorrhoids,D006484
39033,Hypercholesterolemia,CHEMBL23,3,Hypercholesterolemia,D006937
39034,Anal fissure,CHEMBL23,2,Fissure in Ano,D005401
39035,thrombotic disease,CHEMBL23,1,Thrombosis,D013927
39036,gastrointestinal disease,CHEMBL11,3,Digestive System Diseases,D004066
39037,Low back pain,CHEMBL11,3,Low Back Pain,D017116
39038,breast cancer,CHEMBL11,0,Breast Neoplasms,D001943
39039,lymphoma,CHEMBL1237,2,Lymphoma,D008223
39040,myocardial infarction,CHEMBL1237,3,Myocardial Infarction,D009203
39041,atherosclerosis,CHEMBL1237,3,Atherosclerosis,D050197
39042,Polycystic Kidney Disease,CHEMBL1237,3,Polycystic Kidney Diseases,D007690
39043,Myocardial Ischemia,CHEMBL1237,3,Myocardial Ischemia,D017202
39044,Hypercholesterolemia,CHEMBL1237,3,Hypercholesterolemia,D006937
39045,glomerulonephritis (disease),CHEMBL1237,2,Glomerulonephritis,D005921
39046,breast cancer,CHEMBL1237,2,Breast Neoplasms,D001943
39047,hypogonadism,CHEMBL1201199,2,Hypogonadism,D007006
39048,benign muscle neoplasm,CHEMBL1201199,3,Myoma,D009214
39049,breast cancer,CHEMBL1201199,3,Breast Neoplasms,D001943
39050,prostate cancer,CHEMBL1201199,3,"Prostatic Neoplasms, Castration-Resistant",D064129
39051,Mycobacterium infection,CHEMBL192,1,Mycobacterium Infections,D009164
39052,Impotence,CHEMBL192,4,Erectile Dysfunction,D007172
39053,Encephalopathy,CHEMBL192,1,Brain Diseases,D001927
39054,Patent foramen ovale,CHEMBL192,0,"Foramen Ovale, Patent",D054092
39055,Priapism,CHEMBL192,2,Priapism,D011317
39056,lymphangioma,CHEMBL192,1,Lymphangioma,D008202
39057,pulmonary hypertension,CHEMBL192,3,"Hypertension, Pulmonary",D006976
39058,brain injury,CHEMBL192,2,Brain Injuries,D001930
39059,bacterial disease,CHEMBL372795,4,Bacterial Infections,D001424
39062,viral disease,CHEMBL1380,4,Virus Diseases,D014777
39063,lactic acidosis,CHEMBL1380,2,"Acidosis, Lactic",D000140
39064,Tuberculosis,CHEMBL1380,3,Tuberculosis,D014376
39065,influenza,CHEMBL660,2,"Influenza, Human",D007251
39066,cerebral infarction,CHEMBL660,2,Cerebral Infarction,D002544
39067,brain injury,CHEMBL660,0,Brain Injuries,D001930
39068,Cough,CHEMBL73234,4,Cough,D003371
39069,bacterial disease,CHEMBL1599,4,Bacterial Infections,D001424
39070,gastrointestinal disease,CHEMBL629,2,Digestive System Diseases,D004066
39071,major depressive disorder,CHEMBL629,3,"Depressive Disorder, Major",D003865
39072,bacterial disease,CHEMBL1201224,4,Bacterial Infections,D001424
39073,Peripheral demyelination,CHEMBL945,2,Demyelinating Diseases,D003711
39074,bacterial disease,CHEMBL1296,4,Bacterial Infections,D001424
39075,Crohn's disease,CHEMBL601,1,Crohn Disease,D003424
39076,brain cancer,CHEMBL601,2,Brain Neoplasms,D001932
39077,mixed glioma,CHEMBL601,3,Glioma,D005910
39078,desmoid tumor,CHEMBL601,2,"Fibromatosis, Aggressive",D018222
39079,malignant colon neoplasm,CHEMBL601,1,Colonic Neoplasms,D003110
39080,benign neoplasm of brain,CHEMBL601,2,Brain Neoplasms,D001932
39081,primary brain neoplasm,CHEMBL601,2,Brain Neoplasms,D001932
39082,Vertigo,CHEMBL24441,4,Vertigo,D014717
39083,major depressive disorder,CHEMBL24441,2,"Depressive Disorder, Major",D003865
39084,allergic conjunctivitis,CHEMBL1000,3,"Conjunctivitis, Allergic",D003233
39085,dermatitis,CHEMBL1000,3,Dermatitis,D003872
39086,ulcerative colitis,CHEMBL161,2,"Colitis, Ulcerative",D003093
39087,bacterial disease,CHEMBL161,4,Bacterial Infections,D001424
39088,post-traumatic stress disorder,CHEMBL669,3,"Stress Disorders, Post-Traumatic",D013313
39089,fibromyalgia,CHEMBL669,3,Fibromyalgia,D005356
39090,Miosis,CHEMBL1201338,2,Miosis,D015877
39091,refractive error,CHEMBL1201338,1,Refractive Errors,D012030
39092,gastrointestinal disease,CHEMBL1618102,4,Digestive System Diseases,D004066
39093,allergy,CHEMBL1201245,4,Hypersensitivity,D006967
39094,malaria,CHEMBL253376,0,Malaria,D008288
39096,pseudohypoaldosteronism,CHEMBL578,2,Pseudohypoaldosteronism,D011546
39099,allergy,CHEMBL1201287,4,Hypersensitivity,D006967
39100,allergy,CHEMBL1492,4,Hypersensitivity,D006967
39101,pain,CHEMBL768,2,Pain,D010146
39102,brain aneurysm,CHEMBL768,3,Intracranial Aneurysm,D002532
39103,gastrointestinal disease,CHEMBL1123,4,Digestive System Diseases,D004066
39104,gastrointestinal disease,CHEMBL1201340,4,Digestive System Diseases,D004066
39105,actinic keratosis,CHEMBL139,3,"Keratosis, Actinic",D055623
39106,toothache,CHEMBL139,3,Toothache,D014098
39107,Pruritus,CHEMBL1628227,4,Pruritus,D011537
39108,breast cancer,CHEMBL1628227,2,Breast Neoplasms,D001943
39110,gram-positive bacterial infections,CHEMBL891,2,Gram-Positive Bacterial Infections,D016908
39115,allergy,CHEMBL2110774,4,Hypersensitivity,D006967
39116,bacterial disease,CHEMBL1214,4,Bacterial Infections,D001424
39117,eye infection,CHEMBL404520,4,Eye Infections,D015817
39119,breast cancer,CHEMBL1544,2,Breast Neoplasms,D001943
39120,Urinary incontinence,CHEMBL1493,4,Urinary Incontinence,D014549
39121,Polyuria,CHEMBL1493,4,Polyuria,D011141
39122,bacterial disease,CHEMBL74632,4,Bacterial Infections,D001424
39123,gram-positive bacterial infections,CHEMBL1443,2,Gram-Positive Bacterial Infections,D016908
39124,breast cancer,CHEMBL278020,2,Breast Neoplasms,D001943
39125,major depressive disorder,CHEMBL445,2,"Depressive Disorder, Major",D003865
