,chembl_id,synonyms,max_phase,atc_codes,level_4_atc,level_3_atc,level_2_atc,levle_1_atc,drug_type,passes_ro5,chirality,prodrug,oral,parenteral,topical,black_box,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,indication_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,inchi_key,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,pubchem_cid,withdrawn_chembl
10025,CHEMBL1194666,AMFEPRAMONE|C06954|D07444|DIETHYLPROPION|J4.327C,4,A08AA03,A08AA - Centrally acting antiobesity products,"A08A - ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","A08 - ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,False,Prescription Only,None,None,None,None,CCN(CC)C(C)C(=O)c1ccccc1,Small molecule,MOL,True,Anorexic,2.60,1,2.38,2.70,,7.44,205.30,2,2,0,0,15,NEUTRAL,205.30,205.1467,0,0,20.31,0.69,N,5,CHEMBL1194666,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,XXEPPPIWZFICOJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10030,CHEMBL2105755,NALDEMEDINE|Naldemedine|S-297995,4,A06AH05,A06AH - Peripheral opioid receptor antagonists,A06A - DRUGS FOR CONSTIPATION,A06 - DRUGS FOR CONSTIPATION,A - ALIMENTARY TRACT AND METABOLISM,7:Natural Product-derived,False,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,Small molecule,MOL,True,,3.48,3,1.13,2.43,9.77,9.05,570.65,9,10,4,4,42,BASE,570.65,570.2478,1,1,141.18,0.35,N,6,CHEMBL2105755,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,AXQACEQYCPKDMV-RZAWKFBISA-N,AXQACEQYCPKDMV-RZAWKFBISA-N,Safe,ANTAGONIST,True,True,True,CHEMBL233,missing,0
10031,CHEMBL3304484,,4,,,,,,1:Synthetic Small Molecule,False,Single Stereoisomer,False,False,True,False,False,Discontinued,None,None,None,None,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC.CCCCCCCC(=O)OCC(O)CO.CCCCCCCCCC(=O)OCC(O)CO,Small molecule,MOL,True,,,,,,,,809.13,,,,,,,809.13,808.5912,,,,,,,missing,missing,JFUMHQVCWWFATH-UHFFFAOYSA-N,missing,Safe,missing,missing,missing,missing,missing,missing,0
10034,CHEMBL20883,CITOFUR|FT-207|MJF-12264|NSC-148958|TEGAFUR|UFTORAL,4,L01BC03 | L01BC53,L01BC - Pyrimidine analogues | L01BC - Pyrimidine analogues,L01B - ANTIMETABOLITES | L01B - ANTIMETABOLITES,L01 - ANTINEOPLASTIC AGENTS | L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS | L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7:Natural Product-derived,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,O=c1[nH]c(=O)n(C2CCCO2)cc1F,Small molecule,MOL,True,Antineoplastic,-0.02,1,-0.06,0.02,8.08,,200.17,4,5,1,1,14,NEUTRAL,200.17,200.0597,0,0,64.09,0.69,N,1,CHEMBL20883,O=c1[nH]c(=O)n(C2CCCO2)cc1F,WFWLQNSHRPWKFK-UHFFFAOYSA-N,WFWLQNSHRPWKFK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10041,CHEMBL325109,CLANZOFLAT|CLEBOPRIDE|CLEBOPRIDE MALATE|Cleboril|LAS 9273,4,A03FA06,A03FA - Propulsives,A03F - PROPULSIVES,A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,Small molecule,MOL,True,Anti-Emetic,3.33,2,1.26,2.42,,8.52,373.88,4,5,2,3,26,BASE,373.88,373.1557,0,0,67.59,0.79,N,5,CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,BVPWJMCABCPUQY-UHFFFAOYSA-N,BVPWJMCABCPUQY-UHFFFAOYSA-N,Safe,AGONIST+ANTAGONIST,True+True,True+True,True+True,CHEMBL1875+CHEMBL217,missing,0
10050,CHEMBL1576,ETHINAMATE|Ethinamate|Valmid,4,,,,,,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Discontinued,None,None,None,None,C#CC1(OC(N)=O)CCCCC1,Small molecule,MOL,True,,1.42,0,1.54,1.54,,,167.21,2,3,1,2,12,NEUTRAL,167.21,167.0946,0,0,52.32,0.60,Y,1,CHEMBL1576,C#CC1(OC(N)=O)CCCCC1,GXRZIMHKGDIBEW-UHFFFAOYSA-N,GXRZIMHKGDIBEW-UHFFFAOYSA-N,Safe,,True,True,True,,missing,0
10057,CHEMBL502835,BIBF 1120|BIBF-1120|BIBF1120|INTEDANIB|NINTEDANIB|Nintedanib|OFEV|Vargatef,4,L01XE31,L01XE - Protein kinase inhibitors,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,Small molecule,MOL,True,,3.62,3,2.57,2.79,10.86,7.23,539.64,7,9,2,2,40,NEUTRAL,539.64,539.2533,1,1,94.22,0.35,N,7,CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N,XZXHXSATPCNXJR-ZIADKAODSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10063,CHEMBL2104356,"ANXON|KETAZOLAM|U-28,774",4,N05BA10,N05BA - Benzodiazepine derivatives,N05B - ANXIOLYTICS,N05 - PSYCHOLEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,Small molecule,MOL,True,Tranquilizer (minor),3.28,2,3.01,3.01,,,368.82,3,5,0,0,26,NEUTRAL,368.82,368.0928,0,0,49.85,0.78,N,1,CHEMBL2104356,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,PWAJCNITSBZRBL-UHFFFAOYSA-N,PWAJCNITSBZRBL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10072,CHEMBL1477036,DOCUSATE,4,,,,,,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,Small molecule,MOL,False,"Stool Softener,Stool Softener; Pharmaceutic Aid (surfactant)",4.15,0,2.86,5.24,-0.75,,422.58,6,7,1,1,28,ACID,422.58,422.2338,0,0,106.97,0.29,N,16,CHEMBL1477036,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,HNSDLXPSAYFUHK-UHFFFAOYSA-N,Safe,,True,True,True,,missing,0
10093,CHEMBL2103883,AVATROMBOPAG|E-5501|E5501|YM-477,4,B02BX08,B02BX - Other systemic hemostatics,B02B - VITAMIN K AND OTHER HEMOSTATICS,B02 - ANTIHEMORRHAGICS,B - BLOOD AND BLOOD FORMING ORGANS,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,Small molecule,MOL,True,,6.58,3,4.14,4.17,3.50,8.40,649.67,9,9,2,2,42,ACID,649.67,648.1511,2,2,101.90,0.30,N,7,CHEMBL2103883,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,OFZJKCQENFPZBH-UHFFFAOYSA-N,OFZJKCQENFPZBH-UHFFFAOYSA-N,Safe,AGONIST,True,True,True,CHEMBL1864,missing,0
10095,CHEMBL1441,1314 TH|1314-TH|BAYER 5312|ETHIONAMIDE|NSC-255115|TRECATOR-SC|Trecator,4,J04AD03,J04AD - Thiocarbamide derivatives,J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS,J04 - ANTIMYCOBACTERIALS,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,True,Achiral Molecule,True,True,False,False,False,Prescription Only,None,None,None,None,CCc1cc(C(N)=S)ccn1,Small molecule,MOL,True,Antibacterial (tuberculostatic),1.28,1,1.33,1.33,11.89,5.00,166.25,2,2,1,2,11,NEUTRAL,166.25,166.0565,0,0,38.91,0.67,Y,2,CHEMBL1441,CCc1cc(C(N)=S)ccn1,AEOCXXJPGCBFJA-UHFFFAOYSA-N,AEOCXXJPGCBFJA-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL1849,missing,0
10098,CHEMBL1447,"LINCOMYCIN|Lincomycin|U-10,149|U-10149",4,J01FF02,J01FF - Lincosamides,"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,True,Single Stereoisomer,False,True,True,False,True,Prescription Only,None,None,None,None,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,Small molecule,MOL,True,Antibacterial,-0.86,0,-0.99,-0.32,12.37,7.97,406.55,8,8,5,5,27,NEUTRAL,406.55,406.2138,0,0,122.49,0.37,N,7,CHEMBL1447,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,OJMMVQQUTAEWLP-KIDUDLJLSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,toxic_gastro+infections,missing,missing,missing,missing,missing,missing,0
10103,CHEMBL1201319,METARAMINOL,4,C01CA09,C01CA - Adrenergic and dopaminergic agents,C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01 - CARDIAC THERAPY,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Single Stereoisomer,False,False,True,False,False,Prescription Only,None,None,None,None,C[C@H](N)[C@H](O)c1cccc(O)c1,Small molecule,MOL,True,Adrenergic,0.77,1,-1.30,-0.05,9.03,9.68,167.21,3,3,3,4,12,BASE,167.21,167.0946,0,0,66.48,0.61,N,2,CHEMBL1201319,C[C@H](N)[C@H](O)c1cccc(O)c1,WXFIGDLSSYIKKV-RCOVLWMOSA-N,WXFIGDLSSYIKKV-RCOVLWMOSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10105,CHEMBL595,AD-4833|Actos|Duetact|PIOGLITAZONE|U-72107,4,A10BG03,A10BG - Thiazolidinediones,"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10 - DRUGS USED IN DIABETES,A - ALIMENTARY TRACT AND METABOLISM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,False,True,Prescription Only,None,None,None,None,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Small molecule,MOL,True,Antidiabetic,3.16,2,2.74,3.33,6.66,5.60,356.45,5,5,1,1,25,NEUTRAL,356.45,356.1195,0,0,68.29,0.83,N,7,CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-UHFFFAOYSA-N,HYAFETHFCAUJAY-UHFFFAOYSA-N,toxic_cardio,missing,missing,missing,missing,missing,missing,0
10107,CHEMBL1201112,506U|506U78|ATRIANCE|Arranon|GW-506U78|MAY|NELARABINE|NELZARABINE|NSC-686673|Nelzarabine,4,L01BB07,L01BB - Purine analogues,L01B - ANTIMETABOLITES,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7:Natural Product-derived,True,Single Stereoisomer,True,False,True,False,True,Prescription Only,None,None,None,None,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Small molecule,MOL,True,Antineoplastic,-1.97,2,-1.57,-1.57,12.45,4.47,297.27,10,10,4,5,21,NEUTRAL,297.27,297.1073,0,0,148.77,0.51,N,3,CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,toxic_neuro,INHIBITOR,True,True,True,CHEMBL2311221,missing,0
10108,CHEMBL44354,CEFTAZIDIME|CEFTAZIDIME HYDRATE|CEFTAZIDIME PENTAHYDRATE|CEPTAZ|Ceftazidime (arginine formulation)|Ceptaz|Fortam|Fortaz|Fortum|GR 20263|GR-20263|J01DD07|Kefazim|LY 139381|LY-139381|PENTACEF|Pentacef|Tazicef|Tazidime,4,J01DD02,J01DD - Third-generation cephalosporins,J01D - OTHER BETA-LACTAM ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,False,Single Stereoisomer,False,False,True,False,True,Prescription Only,None,None,None,None,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,Small molecule,MOL,True,Antibacterial,-1.30,2,-6.94,-4.16,2.51,3.94,546.59,11,13,3,4,37,ACID,546.59,546.0991,2,2,191.22,0.15,N,9,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-DWVKKRMSSA-N,ORFOPKXBNMVMKC-DWVKKRMSSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2354204,missing,0
10119,CHEMBL1200592,DESOXYCORTICOSTERONE PIVALATE|DESOXYCORTICOSTERONE TRIMETHYLACETATE|Percorten,4,H02AA03,H02AA - Mineralocorticoids,"H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02 - CORTICOSTEROIDS FOR SYSTEMIC USE,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",7:Natural Product-derived,False,Single Stereoisomer,False,False,True,False,False,Discontinued,None,None,None,None,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Small molecule,MOL,True,Adrenocortical Steroid (salt-regulating),5.29,0,5.57,5.57,,,414.59,4,4,0,0,30,NEUTRAL,414.59,414.2770,1,1,60.44,0.59,N,3,CHEMBL1200592,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VVOIQBFMTVCINR-WWMZEODYSA-N,VVOIQBFMTVCINR-WWMZEODYSA-N,Safe,AGONIST,True,True,True,CHEMBL1994,missing,0
10121,CHEMBL1200375,CALCIUM SODIUM EDETATE HYDRATE|Calcium Disodium EDTA|Calcium Disodium Edetate|Calcium Disodium Versenate|Calcium EDTA|Calcium Edetate Sodium|E385|EDTA Calcium Disodium|Edthamil|Sodium Calcium Edetate|Sodium Calciumedetate|Versene CA,4,,,,,,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,True,False,True,Prescription Only,None,None,None,None,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],Small molecule,MOL,True,Chelating Agent (metal),,,,,,,374.27,,,,,,,374.27,374.0015,,,,,,,CHEMBL1200375,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],SHWNNYZBHZIQQV-UHFFFAOYSA-J,SHWNNYZBHZIQQV-UHFFFAOYSA-J,Safe,missing,missing,missing,missing,missing,missing,0
10137,CHEMBL711,DINDEVAN|Hedulin|NSC-41693|PHENINDIONE|PHENYLINDANEDIONE|Phenindione,4,B01AA02,B01AA - Vitamin K antagonists,B01A - ANTITHROMBOTIC AGENTS,B01 - ANTITHROMBOTIC AGENTS,B - BLOOD AND BLOOD FORMING ORGANS,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Discontinued,None,None,None,None,O=C1c2ccccc2C(=O)C1c1ccccc1,Small molecule,MOL,True,,2.85,2,0.48,2.88,4.92,,222.24,2,2,0,0,17,ACID,222.24,222.0681,0,0,34.14,0.70,Y,1,CHEMBL711,O=C1c2ccccc2C(=O)C1c1ccccc1,NFBAXHOPROOJAW-UHFFFAOYSA-N,NFBAXHOPROOJAW-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL1930,missing,0
10140,CHEMBL1165,MOEXIPRIL|Moexipril|RS-10085|Uniretic|Univasc,4,C09AA13,"C09AA - ACE inhibitors, plain","C09A - ACE INHIBITORS, PLAIN",C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Single Stereoisomer,True,True,False,False,True,Prescription Only,None,None,None,None,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,Small molecule,MOL,True,Antihypertensive; Enzyme Inhibitor (angiotensin-converting),2.58,2,-0.08,1.50,3.46,5.20,498.58,7,9,2,2,36,ACID,498.58,498.2366,0,0,114.40,0.45,N,11,CHEMBL1165,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,UWWDHYUMIORJTA-HSQYWUDLSA-N,UWWDHYUMIORJTA-HSQYWUDLSA-N,toxic_teratogen,missing,missing,missing,missing,missing,missing,0
10148,CHEMBL530,AMDINOCILLIN|Coactin|FL 1060|FL-1060|MECILLINAM|RO 10-9070|RO-10-9070|SELEXIDIN,4,J01CA11,J01CA - Penicillins with extended spectrum,"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,True,Single Stereoisomer,False,False,True,False,False,Discontinued,None,None,None,None,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,Small molecule,MOL,True,Antibacterial,1.41,0,-0.66,-0.55,3.30,7.92,325.43,4,6,1,1,22,ACID,325.43,325.1460,0,0,73.21,0.48,N,3,CHEMBL530,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,BWWVAEOLVKTZFQ-ISVUSNJMSA-N,BWWVAEOLVKTZFQ-ISVUSNJMSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2354313,missing,0
10149,CHEMBL9,Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|Noroxin|Quinabic|UTINOR,4,J01MA06 | S01AE02,J01MA - Fluoroquinolones | S01AE - Fluoroquinolones,J01M - QUINOLONE ANTIBACTERIALS | S01A - ANTIINFECTIVES,J01 - ANTIBACTERIALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS,J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,True,True,Prescription Only,None,None,None,None,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,Small molecule,MOL,True,Antibacterial,1.27,2,-0.96,-0.96,5.58,8.68,319.34,5,6,2,2,23,ZWITTERION,319.34,319.1332,0,0,74.57,0.89,N,3,CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,OGJPXUAPXNRGGI-UHFFFAOYSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL2363076+CHEMBL2311224,missing,0
10150,CHEMBL1094636,JNJ-64091742|MK-4827|MK4827|NIRAPARIB|ZEJULA|ZL-2306,4,L01XX54,L01XX - Other antineoplastic agents,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,Small molecule,MOL,True,,2.59,3,-0.11,2.47,,10.08,320.40,4,5,2,3,24,BASE,320.40,320.1637,0,0,72.94,0.78,N,3,CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,PCHKPVIQAHNQLW-CQSZACIVSA-N,PCHKPVIQAHNQLW-CQSZACIVSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL5366+CHEMBL3105,missing,0
10154,CHEMBL1201218,106223|Cefamandole nafate|Mandol,4,,,,,,7:Natural Product-derived,False,Single Stereoisomer,True,False,True,False,False,Discontinued,None,None,None,None,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,Small molecule,MOL,True,Antibacterial,-0.04,2,-3.04,0.42,3.10,,490.52,11,12,2,2,33,ACID,490.52,490.0729,1,1,156.61,0.28,N,9,CHEMBL1201218,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,RRJHESVQVSRQEX-SUYBPPKGSA-N,RRJHESVQVSRQEX-SUYBPPKGSA-N,Safe,missing,missing,missing,missing,missing,missing,0
10163,CHEMBL1530428,DECADRON-LA|DEXAMETHASONE 21-ACETATE|DEXAMETHASONE ACETATE|DEXAMETHASONE ACETATE MONOHYDRATE|Decadron|NSC-39471,4,H02AB02 | C05AA09 | A01AC02 | R01AD03 | S01CB01 | S02BA06 | D07AB19 | D07XB05 | D10AA03 | S03BA01 | S01BA01 | R01AD53,"H02AB - Glucocorticoids | C05AA - Corticosteroids | A01AC - Corticosteroids for local oral treatment | R01AD - Corticosteroids | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | S02BA - Corticosteroids | D07AB - Corticosteroids, moderately potent (group II) | D07XB - Corticosteroids, moderately potent, other combinations | D10AA - Corticosteroids, combinations for treatment of acne | S03BA - Corticosteroids | S01BA - Corticosteroids, plain | R01AD - Corticosteroids","H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | A01A - STOMATOLOGICAL PREPARATIONS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | S02B - CORTICOSTEROIDS | D07A - CORTICOSTEROIDS, PLAIN | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | S03B - CORTICOSTEROIDS | S01B - ANTIINFLAMMATORY AGENTS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","H02 - CORTICOSTEROIDS FOR SYSTEMIC USE | C05 - VASOPROTECTIVES | A01 - STOMATOLOGICAL PREPARATIONS | R01 - NASAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | S02 - OTOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D10 - ANTI-ACNE PREPARATIONS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | R01 - NASAL PREPARATIONS","H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | C - CARDIOVASCULAR SYSTEM | A - ALIMENTARY TRACT AND METABOLISM | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | S - SENSORY ORGANS | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM",7:Natural Product-derived,True,Single Stereoisomer,True,False,True,False,False,Discontinued,None,None,None,None,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Small molecule,MOL,True,,2.47,0,2.12,2.12,12.44,,434.50,6,6,2,2,31,NEUTRAL,434.50,434.2105,0,0,100.90,0.66,N,3,CHEMBL1530428,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,AKUJBENLRBOFTD-RPRRAYFGSA-N,AKUJBENLRBOFTD-RPRRAYFGSA-N,Safe,AGONIST,True,True,True,CHEMBL2034,missing,0
10164,CHEMBL1757,FOSFOCINA|FOSFOMYCIN|FOSFOMYCIN CALCIUM|FOSFOMYCIN SODIUM|Fosfomycin|J01XX01|Monurol|ZTI-01,4,J01XX01,J01XX - Other antibacterials,J01X - OTHER ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,C[C@@H]1O[C@@H]1P(=O)(O)O,Small molecule,MOL,True,Antibacterial,-0.09,0,-3.18,-0.74,1.25,,138.06,2,4,2,2,8,ACID,138.06,138.0082,0,0,70.06,0.39,N,1,CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,Safe,missing,missing,missing,missing,missing,missing,0
